TaxID	Scientific Name	CLARK	Kaiju	Kraken
394503	[Clostridium] cellulolyticum H10	NA	25	NA
39485	[Eubacterium] eligens	33	NA	33
39491	[Eubacterium] rectale	44	NA	43
394958	Clostridium taeniosporum	17	35	14
395491	Rhizobium leguminosarum bv. trifolii WSM1325	NA	6	NA
395492	Rhizobium leguminosarum bv. trifolii WSM2304	NA	4	NA
395494	Gallionella capsiferriformans ES-2	NA	43	NA
395495	Leptothrix cholodnii SP-6	NA	38	NA
395922	Coraliomargarita akajimensis	14	NA	11
395960	Rhodopseudomonas palustris TIE-1	NA	4	NA
395961	Cyanothece sp. PCC 7425	2	29	NA
395962	Cyanothece sp. PCC 8802	NA	2	NA
395963	Beijerinckia indica subsp. indica ATCC 9039	NA	29	NA
395965	Methylocella silvestris BL2	NA	17	NA
396	Rhizobium phaseoli	1	5	NA
39645	Mesorhizobium ciceri	1	14	NA
396588	Thioalkalivibrio sulfidiphilus HL-EbGr7	NA	20	NA
396595	Thioalkalivibrio sp. K90mix	9	16	NA
397260	Sphingomonas sanxanigenens	6	NA	NA
39765	Thiomicrospira crunogena	19	NA	17
39768	Blattabacterium sp. (Mastotermes darwiniensis)	5	NA	NA
397865	Barnesiella viscericola	286	NA	251
397945	Acidovorax citrulli AAC00-1	NA	9	NA
397948	Caldivirga maquilingensis IC-167	NA	4	NA
398511	Bacillus pseudofirmus OF4	NA	30	NA
398527	Paraburkholderia phytofirmans PsJN	NA	6	NA
398577	Burkholderia ambifaria MC40-6	NA	2	NA
398578	Delftia acidovorans SPH-1	NA	5	NA
398579	Shewanella pealeana ATCC 700345	NA	4	NA
398580	Dinoroseobacter shibae DFL 12 = DSM 16493	NA	7	NA
398743	Zunongwangia profunda	19	NA	17
398767	Geobacter lovleyi SZ	NA	37	NA
399	Neorhizobium galegae	2	6	NA
399320	Sphaerochaeta	NA	22	NA
399497	Tessaracoccus flavescens	25	44	24
39950	Dialister pneumosintes	1076	1283	1076
399550	Staphylothermus marinus F1	NA	3	NA
399599	Shewanella baltica OS195	NA	2	NA
39960	Erythrobacter litoralis	7	7	NA
399739	Pseudomonas mendocina ymp	NA	6	NA
399741	Serratia proteamaculans 568	NA	7	NA
399742	Enterobacter sp. 638	6	9	NA
399804	Shewanella putrefaciens 200	NA	3	NA
400092	Pontibacter korlensis	22	123	14
40041	Streptococcus equi subsp. zooepidemicus	NA	202	NA
400634	Lysinibacillus	NA	35	NA
400668	Marinomonas sp. MWYL1	5	19	NA
401053	Terriglobus saanensis SP1PR4	NA	32	NA
40137	Oligotropha carboxidovorans	2	13	NA
401472	Corynebacterium ureicelerivorans	9	26	NA
401614	Francisella tularensis subsp. novicida U112	NA	1	NA
40214	Acinetobacter johnsonii	14	NA	12
40215	Acinetobacter junii	11	6	20
40222	Methylophaga	NA	9	NA
402384	Halobacillus mangrovi	5	33	NA
402626	Ralstonia pickettii 12J	NA	8	NA
40269	Aliivibrio salmonicida	27	NA	28
40272	Roseolovirus	NA	3	NA
402880	Methanococcus maripaludis C5	NA	1	NA
402881	Parvibaculum lavamentivorans DS-1	NA	22	NA
402882	Shewanella baltica OS185	NA	3	NA
403	Methylococcaceae	NA	4	NA
40323	Stenotrophomonas	NA	51	NA
40324	Stenotrophomonas maltophilia	57	28	44
403833	Petrotoga mobilis SJ95	NA	21	NA
403957	Virgibacillus sp. SK37	5	11	NA
404011	Shewanella piezotolerans	26	NA	NA
404380	Geobacter bemidjiensis Bem	NA	6	NA
404583	Micrococcus sp. A1	NA	1	NA
404589	Anaeromyxobacter sp. Fw109-5	4	28	NA
40480	Mycoplasma capricolum subsp. capripneumoniae	NA	1	NA
405	Methylobacillus flagellatus	29	NA	27
405041	Streptomyces sp. HK1	NA	3	NA
405212	Alicyclobacillus acidocaldarius	5	NA	NA
405416	Acinetobacter baumannii ACICU	NA	2	NA
40542	Leptotrichia buccalis	328	NA	321
405440	Xylella fastidiosa M12	NA	1	NA
405531	Bacillus cereus G9842	NA	2	NA
405535	Bacillus cereus AH820	NA	1	NA
40567	Actinosynnema mirum	8	NA	NA
40576	Xenorhabdus bovienii	23	14	18
40577	Xenorhabdus poinarii	16	NA	16
406327	Methanococcus vannielii SB	NA	10	NA
406340	Ralstonia phage RSA1	NA	1	NA
406425	Burkholderia cenocepacia MC0-3	NA	6	NA
406818	Xenorhabdus bovienii SS-2004	NA	10	NA
407	Methylobacterium	NA	39	NA
407020	Sphingobium sp. MI1205	4	5	NA
407035	Salinicoccus halodurans	6	47	NA
40754	Thioploca ingrica	7	25	NA
408	Methylobacterium extorquens	20	11	22
408015	Streptomyces xiamenensis	4	21	NA
409026	Phage Swp3	NA	30	20
409322	Treponema pedis	33	NA	30
409438	Escherichia coli SE11	NA	1	NA
41	Stigmatella aurantiaca	3	NA	NA
410330	Calyptogena okutanii thioautotrophic gill symbiont	6	NA	NA
410358	Methanocorpusculum labreanum Z	NA	14	NA
411153	Gramella forsetii	18	NA	16
411154	Gramella forsetii KT0803	NA	64	NA
411555	Borrelia afzelii K78	NA	1	NA
412419	Borrelia duttonii Ly	NA	3	NA
412593	Thermosulfidibacter takaii	3	NA	NA
412690	Microterricola viridarii	11	15	11
41275	Brevundimonas	NA	17	NA
41276	Brevundimonas vesicularis	2	NA	NA
41294	Bradyrhizobiaceae	NA	21	NA
41295	Rhodospirillaceae	NA	10	NA
412963	Paraburkholderia rhizoxinica	7	NA	NA
412965	Candidatus Vesicomyosocius okutanii HA	NA	4	NA
41297	Sphingomonadaceae	NA	42	NA
413066	Streptococcus phage SMP	NA	116	NA
413404	Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica)	NA	5	NA
413496	Cronobacter	NA	20	NA
413497	Cronobacter dublinensis	15	NA	14
413501	Cronobacter muytjensii	8	NA	NA
413502	Cronobacter turicensis	2	NA	NA
413503	Cronobacter malonaticus	3	13	NA
413816	Halorubrum halophilum	NA	1	NA
413882	[Polyangium] brachysporum	22	57	16
414	Methylococcus capsulatus	18	NA	11
41431	Cyanothece sp. PCC 8801	1	NA	NA
414684	Rhodospirillum centenum SW	NA	48	NA
414771	Paenibacillus donghaensis	2	32	NA
414778	Planococcus donghaensis	8	4	NA
415229	Pseudoxanthomonas spadix	6	NA	NA
415426	Hyperthermus butylicus DSM 5456	NA	3	NA
416	Methylomonas	NA	13	NA
416269	Actinobacillus pleuropneumoniae serovar 5b str. L20	NA	34	NA
416344	Burkholderia sp. KJ006	NA	2	NA
416591	Pseudothermotoga lettingae TMO	NA	1	NA
416916	Aggregatibacter	NA	3240	NA
417290	Saccharopolyspora erythraea prophage pSE211	NA	27	NA
418223	Methylobacterium phyllosphaerae	3	18	NA
418699	Azoarcus olearius	NA	3	NA
41899	Burkholderia plantarii	1	2	NA
419475	Ochrobactrum pseudogrignonense	5	15	NA
419610	Methylobacterium extorquens PA1	NA	6	NA
419665	Methanococcus aeolicus Nankai-3	NA	3	NA
41980	Metallosphaera	NA	4	NA
420246	Geobacillus thermodenitrificans NG80-2	NA	3	NA
420662	Methylibium petroleiphilum PM1	NA	38	NA
421	Methylomonas methanica	7	NA	NA
42239	Streptomyces sampsonii	5	2	NA
42253	Nitrospira moscoviensis	2	12	NA
42255	Rubrobacter	NA	10	NA
42256	Rubrobacter radiotolerans	NA	30	NA
423476	Streptococcus phage phi3396	NA	1	NA
423605	Elusimicrobium minutum	4	NA	NA
424182	Rhizobium sp. IRBG74	NA	2	NA
42422	Halobacteroides halobius	4	NA	NA
425104	Shewanella sediminis HAW-EB3	NA	18	NA
426117	Methylobacterium sp. 4-46	4	19	10
426118	Sulfolobus islandicus M.16.4	NA	1	NA
426355	Methylobacterium radiotolerans JCM 2831	NA	2	NA
426368	Methanococcus maripaludis C7	NA	4	NA
42684	Streptomyces collinus	3	NA	NA
427923	Desulfurivibrio alkaliphilus	4	NA	NA
42817	Corynebacterium argentoratense	45	NA	44
42838	Ammonifex degensii	1	NA	NA
42862	Rickettsia felis	5	NA	NA
429009	Ammonifex degensii KC4	NA	30	NA
430522	Pedobacter steynii	6	107	NA
43080	Sulfolobus islandicus	NA	8	NA
431306	Acetobacter ghanensis	NA	1	NA
431894	Burkholderia virus phiE255	NA	2	NA
431944	Magnetospirillum gryphiswaldense MSR-1	NA	1	NA
431947	Porphyromonas gingivalis ATCC 33277	NA	1	NA
432329	Deinococcus peraridilitoris	2	NA	NA
43263	Pseudomonas alcaligenes	3	8	NA
433	Acetobacteraceae	NA	46	NA
43305	Butyrivibrio proteoclasticus	17	NA	14
43357	Kutzneria albida	5	NA	NA
434	Acetobacter	NA	16	NA
434271	Actinobacillus pleuropneumoniae serovar 3 str. JL03	NA	23	NA
434346	Cyanophage PP	NA	1	NA
434922	Coxiella burnetii Dugway 5J108-111	NA	4	NA
435	Acetobacter aceti	9	15	NA
435590	Bacteroides vulgatus ATCC 8482	NA	548	NA
435591	Parabacteroides distasonis ATCC 8503	NA	2239	NA
435897	Lysobacter capsici	3	35	NA
436114	Sulfurihydrogenibium sp. YO3AOP1	2	13	NA
43657	Pseudoalteromonas luteoviolacea	11	10	10
43658	Pseudoalteromonas rubra	4	15	NA
43662	Pseudoalteromonas piscicida	9	21	NA
43668	Brachybacterium	NA	11	NA
43669	Brachybacterium faecium	22	NA	22
43674	Jonesia denitrificans	4	NA	NA
43675	Rothia mucilaginosa	8573	6150	8554
43687	Metallosphaera sedula	NA	3	NA
43767	Rhodococcus hoagii	3	NA	NA
43770	Corynebacterium striatum	9	14	NA
43771	Corynebacterium urealyticum	10	41	NA
438	Acetobacter pasteurianus	70	12	NA
438753	Azorhizobium caulinodans ORS 571	NA	10	NA
439235	Desulfatibacillum alkenivorans AK-01	NA	33	NA
43928	Halobaculum gomorrense	NA	5	NA
439292	[Bacillus] selenitireducens MLS10	NA	18	NA
439334	Mycobacterium avium subsp. hominissuis	NA	3	NA
439375	Ochrobactrum anthropi ATCC 49188	NA	1	NA
439386	Sulfolobus islandicus Y.G.57.14	NA	14	NA
43948	Tolumonas auensis	15	NA	NA
439481	Aciduliprofundum boonei T469	NA	9	NA
439855	Escherichia coli SMS-3-5	NA	1	NA
43988	Cyanothece	NA	26	NA
43989	Cyanothece sp. ATCC 51142	3	18	NA
44000	Caldicellulosiruptor	NA	56	NA
44001	Caldicellulosiruptor saccharolyticus	5	NA	NA
440085	Methylobacterium extorquens CM4	NA	2	NA
44012	Ferrimonas balearica	4	NA	NA
44013	Polynucleobacter	NA	5	NA
44088	Canarypox virus	NA	2	NA
441	Gluconobacter	NA	14	NA
441162	Burkholderia oklahomensis C6786	NA	3	NA
441620	Methylobacterium populi BJ001	NA	12	NA
441768	Acholeplasma laidlawii PG-8A	NA	18	NA
442	Gluconobacter oxydans	11	12	NA
44249	Paenibacillus	NA	267	NA
44251	Paenibacillus durus	2	21	NA
44255	Bradyrhizobium oligotrophicum	2	NA	NA
442694	Xanthomonas perforans	2	NA	NA
44275	Leptospira interrogans serovar Copenhageni	NA	1	NA
44283	Pasteurella multocida subsp. multocida	NA	135	NA
443143	Geobacter sp. M18	1	18	NA
443144	Geobacter sp. M21	9	8	NA
443218	Hoyosella subflava DQS3-9A1	NA	17	NA
443254	Marinitoga piezophila KA3	NA	2	NA
443906	Clavibacter michiganensis subsp. michiganensis NCPPB 382	NA	6	NA
444	Legionellaceae	NA	14	NA
444103	Streptomyces sp. CNQ-509	3	26	NA
444444	Chelatococcus daeguensis	1	12	NA
445	Legionella	NA	21	NA
445576	Pseudonocardia sp. AL041005-10	4	6	NA
445709	Pandoraea thiooxydans	7	27	NA
445710	Dyella thiooxydans	10	17	NA
44574	Nitrosomonas communis	3	35	NA
44577	Nitrosomonas ureae	5	17	NA
445932	Elusimicrobium minutum Pei191	NA	37	NA
446	Legionella pneumophila	8	30	NA
446462	Actinosynnema mirum DSM 43827	NA	27	NA
446465	Brachybacterium faecium DSM 4810	NA	22	NA
446466	Cellulomonas flavigena DSM 20109	NA	27	NA
446468	Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111	NA	3	NA
446469	Sanguibacter keddieii DSM 10542	NA	28	NA
446470	Stackebrandtia nassauensis DSM 44728	NA	28	NA
446471	Xylanimonas cellulosilytica DSM 15894	NA	27	NA
446529	Microbacterium phage Min1	NA	3	NA
446660	Adlercreutzia equolifaciens	2	NA	NA
446683	Niabella soli	2	NA	NA
44674	Sulfurospirillum barnesii	4	NA	NA
446860	Kocuria flava	15	34	14
44688	Lactococcus lactis subsp. lactis bv. diacetylactis	NA	3	NA
447032	Arthrobacter sp. Chr15	NA	1	NA
447217	Anaeromyxobacter sp. K	NA	4	NA
44742	Desulfovibrio fairfieldensis	6	33	NA
447471	Simiduia agarivorans	4	NA	NA
447909	Geobacillus virus E2	NA	1	NA
448385	Sorangium cellulosum So ce56	NA	37	NA
449	Legionella hackeliae	4	21	NA
44930	Natronobacterium gregoryi	NA	8	NA
449447	Microcystis aeruginosa NIES-843	NA	14	NA
450	Legionella longbeachae	15	23	13
450378	Croceicoccus marinus	9	14	NA
450734	Nocardioides dokdonensis	10	NA	NA
450851	Phenylobacterium zucineum HLK1	NA	7	NA
451	Tatlockia micdadei	4	3	NA
451708	Bacillus cereus H3081.97	NA	1	NA
451709	Bacillus cereus 03BB108	NA	1	NA
45243	Capnocytophaga haemolytica	258	2150	374
452471	Candidatus Amoebophilus asiaticus 5a2	NA	83	NA
452637	Opitutus terrae PB90-1	NA	52	NA
452638	Polynucleobacter necessarius subsp. necessarius STIR1	NA	8	NA
452652	Kitasatospora setae KM-6054	NA	22	NA
452863	Pseudarthrobacter chlorophenolicus A6	NA	10	NA
453230	Desulfarculus baarsii	7	NA	NA
453304	Agromyces aureus	10	27	10
453591	Ignicoccus hospitalis KIN4/I	NA	2	NA
45362	Mycoplasma bovoculi	11	NA	NA
453816	Bdellovibrio exovorus	6	NA	NA
45401	Hyphomicrobiaceae	NA	2	NA
45404	Beijerinckiaceae	NA	1	NA
455364	Chrysochromulina ericina virus	NA	2	NA
455488	Anaeromyxobacter dehalogenans 2CP-1	NA	6	NA
455632	Streptomyces griseus subsp. griseus NBRC 13350	NA	16	NA
45610	Psychrobacter urativorans	9	18	NA
456320	Methanococcus voltae A3	NA	3	NA
456327	Xanthomonas euvesicatoria	NA	2	NA
45634	Streptococcus cristatus	1749	NA	1745
456442	Methanoregula boonei 6A8	NA	11	NA
45658	Vibrio scophthalmi	23	18	25
45663	Desulfohalobium retbaense	2	NA	NA
45667	Halobacillus	NA	12	NA
456827	Candidatus Cloacimonas acidaminovorans	15	NA	11
457405	Fusobacterium nucleatum subsp. animalis 7_1	NA	351	NA
457428	Streptomyces lividans TK24	NA	3	NA
457570	Natranaerobius thermophilus JW/NM-WN-LF	NA	38	NA
458033	Chloracidobacterium thermophilum	2	NA	NA
458233	Macrococcus caseolyticus JCSC5402	NA	2	NA
458639	Bacillus phage 0305phi8-36	NA	1	NA
458817	Shewanella halifaxensis HAW-EB4	NA	12	NA
459349	Candidatus Cloacimonas acidaminovorans str. Evry	NA	54	NA
459424	Mycobacterium liflandii 128FXT	NA	1	NA
45972	Staphylococcus pasteuri	12	NA	12
459845	Streptococcus phage 858	NA	1	NA
45989	Methanoculleus	NA	15	NA
460265	Methylobacterium nodulans ORS 2060	NA	31	NA
46170	Staphylococcus aureus subsp. aureus	NA	2	NA
461876	Alkaliphilus oremlandii	11	NA	10
46234	Anabaena sp. 90	1	4	NA
46255	Weissella	NA	10	NA
463014	Bordetella flabilis	14	23	10
463024	Bordetella genomosp. 6	1	NA	NA
463025	Bordetella bronchialis	17	11	12
463040	Bordetella genomosp. 13	14	23	11
46354	Thermoanaerobacter wiegelii	15	NA	13
46355	Spirochaeta africana	10	NA	NA
46429	Sphingobium chlorophenolicum	2	NA	NA
46541	Thermosipho melanesiensis	3	5	NA
465515	Micrococcus luteus NCTC 2665	NA	43	NA
465541	Streptomyces sp. Mg1	2	20	NA
465721	Steroidobacter denitrificans	5	25	NA
465817	Erwinia tasmaniensis Et1/99	NA	10	NA
466153	Singulisphaera acidiphila	3	NA	NA
46631	Picrophilus	NA	2	NA
467094	Ilumatobacter coccineus	4	NA	NA
467705	Streptococcus gordonii str. Challis substr. CH1	NA	365	NA
468	Moraxellaceae	NA	48	NA
46867	Clostridium chauvoei	13	NA	15
469	Acinetobacter	NA	122	NA
46913	Devosia	NA	1	NA
469371	Thermobispora bispora DSM 43833	NA	44	NA
469378	Cryptobacterium curtum DSM 15641	NA	43	NA
469382	Halogeometricum borinquense DSM 11551	NA	5	NA
469383	Conexibacter woesei DSM 14684	NA	36	NA
469602	Fusobacterium nucleatum subsp. vincentii 3_1_27	NA	674	NA
469604	Fusobacterium nucleatum subsp. vincentii 3_1_36A2	NA	549	NA
469607	Fusobacterium nucleatum subsp. animalis 4_8	NA	275	NA
470	Acinetobacter baumannii	22	69	18
470934	Pantoea vagans	2	NA	NA
471	Acinetobacter calcoaceticus	12	4	11
471223	Geobacillus sp. WCH70	2	13	NA
471821	uncultured Termite group 1 bacterium phylotype Rs-D17	NA	11	NA
471827	Candidatus Desulforudis audaxviator	2	NA	NA
471852	Thermomonospora curvata DSM 43183	NA	43	NA
471853	Beutenbergia cavernae DSM 12333	NA	55	NA
471854	Dyadobacter fermentans DSM 18053	NA	194	NA
471855	Slackia heliotrinireducens DSM 20476	NA	103	NA
471856	Jonesia denitrificans DSM 20603	NA	24	NA
471857	Saccharomonospora viridis DSM 43017	NA	12	NA
472175	Nitratireductor basaltis	2	5	NA
47251	Leptolyngbya	NA	4	NA
472569	Devriesea agamarum	20	48	24
472759	Nitrosococcus halophilus Nc 4	NA	18	NA
472966	Streptococcus phage NZ131.3	NA	1	NA
47311	Methanobrevibacter cuticularis	NA	20	NA
473531	Nitrosococcus watsonii	2	NA	NA
47420	Hydrogenophaga	NA	5	NA
47466	Borrelia miyamotoi	1	NA	NA
475	Moraxella	NA	149	NA
475178	Lactococcus phage 1706	NA	112	NA
475375	Francisella sp. MA067296	4	3	NA
476157	Altererythrobacter ishigakiensis	2	2	NA
476213	Salmonella enterica subsp. enterica serovar Paratyphi C str. RKS4594	NA	1	NA
476281	Candidatus Ishikawaella capsulata Mpkobe	NA	7	NA
47715	Lactobacillus rhamnosus	9	21	NA
477245	Streptomyces cyaneogriseus subsp. noncyanogenus	NA	5	NA
47735	Bibersteinia trehalosi	498	1031	464
47763	Streptomyces lydicus	6	31	NA
477641	Modestobacter marinus	2	34	NA
477974	Candidatus Desulforudis audaxviator MP104C	NA	22	NA
477976	Calditerrivibrio nitroreducens	3	NA	NA
478070	Labrenzia	NA	11	NA
47834	Spiroplasma kunkelii	2	NA	NA
47850	Micromonospora aurantiaca	1	NA	NA
47877	Pseudomonas amygdali	2	NA	NA
47878	Pseudomonas azotoformans	23	12	15
47879	Pseudomonas corrugata	4	17	NA
47880	Pseudomonas fulva	7	NA	NA
478801	Kytococcus sedentarius DSM 20547	NA	27	NA
47885	Pseudomonas oryzihabitans	10	6	NA
47917	Serratia fonticola	24	41	17
479431	Nakamurella multipartita DSM 44233	NA	31	NA
479432	Streptosporangium roseum DSM 43021	NA	30	NA
479433	Catenulispora acidiphila DSM 44928	NA	33	NA
479434	Sphaerobacter thermophilus DSM 20745	NA	21	NA
479435	Kribbella flavida DSM 17836	NA	40	NA
479436	Veillonella parvula DSM 2008	NA	8580	NA
479437	Eggerthella lenta DSM 2243	NA	3	NA
48	Archangium gephyra	17	40	NA
480	Moraxella catarrhalis	23	77	16
48003	Mycoplasma pullorum	6	24	NA
480520	Myroides profundi	9	20	NA
48073	Microbulbifer	NA	11	NA
480808	Mycobacterium phage Giles	NA	1	NA
481	Neisseriaceae	NA	1395	NA
481145	Acetobacter pasteurianus subsp. pasteurianus	NA	96	NA
481448	Methylacidiphilum infernorum V4	NA	11	NA
481743	Paenibacillus sp. Y412MC10	6	37	NA
481851	unclassified N4likevirus	NA	2	NA
482	Neisseria	NA	52738	NA
482462	Mycobacterium sp. PH-06	6	10	NA
482564	Oscillatoria nigro-viridis	6	NA	NA
482957	Burkholderia lata	6	5	NA
48296	Acinetobacter pittii	6	10	NA
483219	Myxococcus fulvus HW-1	NA	17	NA
483266	Haemophilus phage SuMu	NA	2	NA
483547	Geoalkalibacter subterraneus	6	47	NA
484019	Thermosipho africanus TCF52B	NA	6	NA
484020	Bifidobacterium bifidum BGN4	NA	2	NA
484429	Sphingobium sp. YBL2	2	8	NA
484770	Pelosinus sp. UFO1	34	130	29
485	Neisseria gonorrhoeae	3500	1984	3866
485362	Francolinus leucoscepus papillomavirus 1	NA	1	NA
485914	Halomicrobium mukohataei DSM 12286	NA	1	NA
485915	Desulfohalobium retbaense DSM 5692	NA	22	NA
485916	Desulfotomaculum acetoxidans DSM 771	NA	37	NA
485917	Pedobacter heparinus DSM 2366	NA	106	NA
485918	Chitinophaga pinensis DSM 2588	NA	265	NA
486	Neisseria lactamica	6353	3339	6249
486410	Streptococcus dysgalactiae subsp. equisimilis GGS_124	NA	17	NA
48664	Xanthomonas fragariae	3	3	NA
487	Neisseria meningitidis	20908	8137	20747
487213	Streptococcus pneumoniae Taiwan19F-14	NA	22	NA
487214	Streptococcus pneumoniae Hungary19A-6	NA	396	NA
487316	Acinetobacter soli	2	18	NA
48736	Ralstonia	NA	36	NA
488124	Methanofollis ethanolicus	NA	6	NA
488142	Serratia sp. SCBI	NA	1	NA
488221	Streptococcus pneumoniae 70585	NA	120	NA
488222	Streptococcus pneumoniae JJA	NA	79	NA
488223	Streptococcus pneumoniae P1031	NA	202	NA
488446	Burkholderia latens	1	1	NA
488447	Burkholderia contaminans	5	8	NA
488538	Candidatus Puniceispirillum marinum IMCC1322	NA	19	NA
488546	Campylobacter peloridis	4	NA	NA
488729	Burkholderia metallica	1	4	NA
488731	Burkholderia seminalis	5	NA	NA
488732	Burkholderia diffusa	5	7	NA
48935	Novosphingobium aromaticivorans	6	NA	NA
489653	Neisseria lactamica 020-06	NA	1061	NA
49	Polyangiaceae	NA	10	NA
490	Neisseria sicca	42502	43650	42289
490759	Marinobacter sp. BSs20148	2	6	NA
49082	Candidatus Arthromitus	NA	38	NA
491	Neisseria meningitidis serogroup B	NA	1	NA
491077	Lactobacillus reuteri SD2112	NA	3	NA
49118	Candidatus Arthromitus sp. SFB-mouse	NA	4	NA
491915	Anoxybacillus flavithermus WK1	NA	2	NA
491952	Marinomonas posidonica IVIA-Po-181	NA	12	NA
492670	Bacillus velezensis	10	6	NA
49319	Rubrobacter xylanophilus	3	NA	NA
49338	Desulfitobacterium hafniense	8	46	NA
495	Neisseria elongata	44315	NA	44247
49546	Flavobacteriaceae	NA	6134	NA
49547	Methanobrevibacter curvatus	NA	14	NA
497	Psychrobacter	NA	76	NA
497724	Campylobacter subantarcticus	5	1	NA
497725	Kosakonia oryzae	2	11	NA
497965	Cyanothece sp. PCC 7822	3	25	NA
498211	Cellvibrio japonicus Ueda107	NA	17	NA
498213	Clostridium botulinum B1 str. Okra	NA	3	NA
498214	Clostridium botulinum A3 str. Loch Maree	NA	2	NA
498742	Borreliella spielmanii A14S	NA	4	NA
498761	Heliobacterium modesticaldum Ice1	NA	50	NA
498848	Thermus aquaticus Y51MC23	NA	6	NA
499229	Tepidanaerobacter acetatoxydans	15	NA	NA
499555	Dietzia timorensis	11	17	11
500	Thermomicrobium roseum	1	NA	NA
50052	Mycoplasma crocodyli	2	NA	NA
502025	Haliangium ochraceum DSM 14365	NA	46	NA
502394	Deinococcus gobiensis	4	NA	NA
502558	Eggerthella sp. YY7918	3	38	NA
502682	Erythrobacter gangjinensis	3	11	NA
502800	Yersinia pseudotuberculosis YPIII	NA	3	NA
50290	Aotine betaherpesvirus 1	NA	1	NA
50292	Cercopithecine betaherpesvirus 5	NA	1	NA
504090	Kushneria	NA	20	NA
504728	Meiothermus ruber DSM 1279	NA	18	NA
504832	Oligotropha carboxidovorans OM5	NA	1	NA
506	Alcaligenaceae	NA	117	NA
507626	Halomonas chromatireducens	1	12	NA
507753	Acidiplasma	NA	1	NA
507754	Acidiplasma aeolicum	2577	NA	NA
508419	Lactobacillus virus c5	NA	1	NA
509190	Caulobacter segnis ATCC 21756	NA	13	NA
511	Alcaligenes faecalis	25	62	19
511051	Caldisericum exile AZM16c01	NA	13	NA
511062	Oceanimonas sp. GK1	5	23	NA
511435	Candidatus Azobacteroides pseudotrichonymphae	75	182	56
511437	Lactobacillus buchneri NRRL B-30929	NA	9	NA
511678	Aliivibrio	NA	9	NA
511691	Streptococcus mutans NN2025	NA	41	NA
511745	Methylacidiphilum	NA	17	NA
511746	Methylacidiphilum infernorum	1	NA	NA
51197	Syntrophobotulus glycolicus	1	NA	NA
511995	Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2	NA	306	NA
51229	Wigglesworthia glossinidia	3	NA	NA
512564	Mycoplasma crocodyli MP145	NA	13	NA
512565	Actinoplanes missouriensis 431	NA	34	NA
512566	Streptococcus pneumoniae G54	NA	297	NA
512763	Rufibacter tibetensis	16	84	16
51365	Mycoplasma yeatsii	10	NA	NA
515618	Candidatus Riesia pediculicola USDA	NA	1	NA
515619	[Eubacterium rectale] ATCC 33656	NA	221	NA
515620	[Eubacterium] eligens ATCC 27750	NA	178	NA
515621	Clostridium botulinum Ba4 str. 657	NA	2	NA
515622	Butyrivibrio proteoclasticus B316	NA	127	NA
515635	Dictyoglomus turgidum DSM 6724	NA	15	NA
51589	Haloarcula hispanica	NA	1	NA
516051	Muricauda lutaonensis	21	141	17
51663	Pediococcus damnosus	13	24	13
51665	Aerococcus urinaeequi	16	33	11
51669	Tetragenococcus halophilus	17	72	12
516950	Streptococcus pneumoniae CGSP14	NA	123	NA
517	Bordetella	NA	97	NA
517417	Chlorobaculum parvum NCIB 8327	NA	7	NA
517418	Chloroherpeton thalassium ATCC 35110	NA	67	NA
518	Bordetella bronchiseptica	38	1	26
518635	Bifidobacterium angulatum DSM 20098 = JCM 7096	NA	5	NA
518766	Rhodothermus marinus DSM 4252	NA	9	NA
519	Bordetella parapertussis	NA	2	NA
519441	Streptobacillus moniliformis DSM 12112	NA	300	NA
519442	Halorhabdus utahensis DSM 12940	NA	5	NA
519472	Vagococcus teuberi	234	88	141
52	Chondromyces crocatus	3	46	NA
520	Bordetella pertussis	3	1	NA
52022	Meiothermus silvanus	10	NA	NA
521	Bordetella avium	12	NA	NA
521011	Methanosphaerula palustris E1-9c	NA	11	NA
521045	Kosmotoga olearia TBF 19.5.1	NA	15	NA
521095	Atopobium parvulum DSM 20469	NA	3621	NA
521096	Tsukamurella paurometabola DSM 20162	NA	26	NA
521097	Capnocytophaga ochracea DSM 7271	NA	2683	NA
521098	Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	NA	14	NA
521460	Caldicellulosiruptor bescii DSM 6725	NA	1	NA
521674	Planctopirus limnophila DSM 3776	NA	37	NA
522	Acidiphilium	NA	10	NA
52227	Prevotella dentalis	1753	NA	1727
522306	Candidatus Accumulibacter phosphatis clade IIA str. UW-1	NA	55	NA
522373	Stenotrophomonas maltophilia K279a	NA	4	NA
52242	Lactobacillus gallinarum	1	2	NA
522772	Denitrovibrio acetiphilus DSM 12809	NA	39	NA
523791	Kangiella koreensis DSM 16069	NA	13	NA
523794	Leptotrichia buccalis C-1013-b	NA	594	NA
523796	Staphylococcus aureus subsp. aureus ST398	NA	3	NA
523841	Haloferax mediterranei ATCC 33500	NA	10	NA
523843	Methanohalophilus portucalensis FDF-1	NA	3	NA
523844	Methanosarcina thermophila TM-1	NA	2	NA
523845	Methanothermococcus thermolithotrophicus DSM 2095	NA	2	NA
523846	Methanothermus fervidus DSM 2088	NA	6	NA
523850	Thermococcus onnurineus NA1	NA	5	NA
52443	Vibrio tapetis	NA	1	NA
