Scientific Name,ID
Leishmania sp.,28847
Leishmania donovani donovani,99875
prokaryotic environmental samples,81490
organismal metagenomes,410656
chicken gut metagenome,506600
Solanum phureja,172790
Legionella pneumophila 130b,866628
Brassica oleracea var. botrytis,3715
Hordeum vulgare subsp. spontaneum,77009
Lepeophtheirus salmonis,72036
Conus betulinus,89764
Equus asinus,9793
Eustoma exaltatum subsp. russellianum,52518
Eriocheir sinensis,95602
Festuca arundinacea,4606
Papilio xuthus,66420
Cenchrus americanus,4543
Tragulus javanicus,9849
Zoysia japonica,309978
unclassified sequences,12908
Betula platyphylla,78630
Raphanus sativus,3726
Lactuca sativa,4236
Phytomonas,5706
Canis lupus chanco,246881
Musa acuminata subsp. burmannicoides,213592
Hypothenemus hampei,57062
Hypothenemus sp. DDM-2009,638874
Scolytodes sp. BHJ-2012,1220328
Macaca,9539
Hynobius retardatus,36312
Tachysurus fulvidraco,1234273
Dufourea novaeangliae,178035
Apoidea,34735
Melipona quadrifasciata,166423
Eufriesea mexicana,516756
Habropoda laboriosa,597456
Ectocarpus siliculosus,2880
Eukaryota,2759
Citrus kinokuni,408488
Citrus micrantha,341933
Citrus erythrosa,237568
Citrus tangerina,237575
Citrus reticulata,85571
Citrus sunki,237574
Citrus nobilis,481549
Lactobacillus crispatus MV-1A-US,575596
Panthera uncia,29064
Anser cygnoides domesticus,381198
Nannochloropsis oceanica,145522
unclassified Bacteria (miscellaneous),49928
Enterococcus faecalis ARO1/DG,565651
Neisseria gonorrhoeae 35/02,528346
Staphylococcus aureus A8796,553577
Staphylococcus aureus A9719,553588
Staphylococcus aureus A5937,553565
Staphylococcus aureus A9635,553583
Acinetobacter baumannii ATCC 19606 = CIP 70.34 = JCM 6841,575584
Neisseria gonorrhoeae SK-92-679,528359
Ceratotherium simum simum,73337
Fusobacterium nucleatum subsp. animalis 11_3_2,457403
Latimeria menadoensis,106881
Bacillus cereus VD142,718224
Bacillus cereus VD022,718223
Bacillus cereus str. Schrouff,718221
Bacillus cereus TIAC219,718222
Bacillus cereus IS075,718220
Orycteropus afer afer,1230840
Erinaceus europaeus,9365
Microtus ochrogaster,79684
Jaculus jaculus,51337
Eptesicus fuscus,29078
Elephantulus edwardii,28737
Chrysochloris asiatica,185453
Condylura cristata,143302
Brucella melitensis bv. 1 str. Rev.1,520464
Brucella sp. 83/13,520449
Trichechus manatus latirostris,127582
Chinchilla lanigera,34839
Leptonychotes weddellii,9713
Citrobacter freundii 4_7_47CFAA,742730
Mycobacterium tuberculosis SUMu004,675515
Mycobacterium tuberculosis SUMu001,675512
Mycobacterium tuberculosis SUMu003,675514
Brucella sp. NVSL 07-0026,520448
Brucella abortus bv. 2 str. 86/8/59,520450
Brucella pinnipedialis M292/94/1,520462
Brucella abortus bv. 9 str. C68,520455
Brucella suis bv. 5 str. 513,520489
Brucella neotomae 5K33,520456
Brucella ceti B1/94,520457
Brucella ceti M644/93/1,520459
Brucella pinnipedialis B2/94,520461
Brucella pinnipedialis M163/99/10,520463
Prochlorococcus phage P-SSM5,536454
coral metagenome,496922
hot springs metagenome,433727
Salicola phage CGphi29,754067
Phaeocystis globosa virus 12T,755273
Cellulophaga phage phi47:1,756281
Prochlorococcus phage P-SSM3,536453
Phaeocystis globosa virus 14T,755274
Prochlorococcus phage P-GSP1,382262
hydrothermal vent metagenome,652676
Halorubrum phage GNf2,889959
Emiliania huxleyi virus 201,181210
Emiliania huxleyi virus V1,756286
[Clostridium] aldenense WAL-18727,742731
Campylobacter sp. 10_1_50,665939
Coprobacillus sp. 3_3_56FAA,665941
Vibrio phage SIO-2,700512
Cellulophaga phage phiSM,756280
Cyanophage SS120-1,616674
Synechococcus phage S-SSM4,536466
Prevotella nigrescens F0103,702439
Neisseria gonorrhoeae MS11,528354
Peptostreptococcaceae bacterium CM5,796940
Peptoanaerobacter stomatis,796937
Peptostreptococcaceae bacterium CM2,796939
Edhazardia aedis,70536
Dysgonomonas mossii DSM 22836,742767
Lactobacillus sp. 7_1_47FAA,665945
Bilophila sp. 4_1_30,693988
Vittaforma corneae,42399
Dysgonomonas gadei ATCC BAA-286,742766
Desulfovibrio sp. 6_1_46AFAA,665942
Anncaliia algerae,723287
Clostridium sp. 1_1_41A1FAA,457397
Vibrio phage eugene 12A10,573172
Lachnospiraceae bacterium 5_1_57FAA,658085
Mycobacterium tuberculosis HN2602,795205
Bacillus sp. 2_A_57_CT2,665959
[Clostridium] symbiosum WAL-14163,742740
[Clostridium] symbiosum WAL-14673,742741
Clostridium perfringens WAL-14572,742739
Streptococcus anginosus 1_2_62CV,742820
Nematocida parisii ERTm3,935791
Sphaeroforma arctica JP610,667725
[Clostridium] citroniae WAL-19142,742734
[Clostridium] citroniae WAL-17108,742733
Collinsella sp. 4_8_47FAA,742722
Sutterella wadsworthensis 3_1_45B,742821
Sutterella wadsworthensis 2_1_59BFAA,742823
Bacteroides sp. 2_1_56FAA,665938
Coprobacillus sp. 29_1,469596
Eggerthella lenta 1_1_60AFAA,742768
Rothia mucilaginosa M508,563033
Lachnospiraceae bacterium 3_1_46FAA,665950
Pseudomonas sp. 2_1_26,665948
Vavraia culicis,103449
Nematocida sp. 1 ERTm2,944018
Bacteroides ovatus 3_8_47FAA,665954
[Clostridium] clostridioforme WAL-7855,742736
[Clostridium] bolteae WAL-14578,742732
Anncaliia algerae PRA109,1240240
Phascolarctobacterium sp. 3_1syn4,457408
Parabacteroides sp. 20_3,469591
Oribacterium asaccharolyticum ACB7,796944
Bacillus sp. 7_6_55CFAA_CT2,665957
Subdoligranulum sp. 4_3_54A2FAA,665956
Pseudogymnoascus destructans,655981
Segniliparus rugosus ATCC BAA-974,679197
Actinomyces sp. oral taxon 849 str. F0330,653386
Gemella morbillorum M424,562982
Treponema denticola F0402,699187
Ralstonia sp. 5_2_56FAA,658080
Emiliania huxleyi virus 202,181211
Cellulophaga phage phi3:1,756279
Prochlorococcus phage P-SSP6,382275
Prochlorococcus phage P-RSP2,756283
Vibrio phage douglas 12A4,573171
Vibrio phage martha 12B12,573175
Vibrio phage helene 12B3,573173
Vibrio phage henriette 12B8,573174
Pseudogymnoascus destructans 20631-21,658429
Eubacterium infirmum F0142,883109
Neisseria gonorrhoeae FA19,528352
Staphylococcus aureus subsp. aureus M809,585157
Oribacterium parvum ACB1,796943
Enterococcus saccharolyticus 30_1,742813
Fusobacterium necrophorum subsp. funduliforme 1_1_36S,742814
Prevotella oulorum F0390,702438
Selenomonas noxia F0398,702437
Tannerella sp. 6_1_58FAA_CT1,665949
Prevotella micans F0438,883158
Collinsella tanakaei YIT 12063,742742
Streptococcus intermedius F0395,857292
Prevotella histicola F0411,857291
[Clostridium] clostridioforme 2_1_49FAA,742735
Bacteroides oleiciplenus YIT 12058,742727
Alistipes indistinctus YIT 12060,742725
Streptococcus intermedius F0413,883167
Puccinia triticina 1-1 BBBD Race 1,630390
Klebsiella sp. 4_1_44FAA,665944
Lachnospiraceae bacterium 7_1_58FAA,658087
Bacteroides sp. 4_1_36,457393
Anaerostipes sp. 3_2_56FAA,665937
Bacillus sp. BT1B_CT2,665958
Clostridium sp. 7_3_54FAA,665940
Neisseria sp. GT4A_CT1,665946
Dorea formicigenerans 4_6_53AFAA,742765
Lachnospiraceae bacterium 2_1_46FAA,742723
Clostridium orbiscindens 1_3_50AFAA,742738
Mycobacterium tuberculosis str. Erdman WHO,937592
Neisseria mucosa C102,435832
Fusobacterium ulcerans 12-1B,457404
Fusobacterium nucleatum subsp. animalis 4_8,469607
Selenomonas infelix ATCC 43532,679201
Escherichia fergusonii B253,550694
Johnsonella ignava ATCC 51276,679200
Bacteroides eggerthii 1_2_48FAA,665953
Dorea sp. 4_1_36FAA,450747
Aggregatibacter aphrophilus F0387,679198
Bacillus smithii 7_3_47FAA,665952
Eggerthella sp. 1_3_56FAA,665943
Alloprevotella rava F0323,679199
Lachnospiraceae bacterium 8_1_57FAA,665951
Fusobacterium nucleatum subsp. polymorphum F0401,693991
Lachnospiraceae bacterium 4_1_37FAA,552395
Bacteroides sp. 1_1_14,469585
Dorea sp. D27,658665
Prevotella sp. C561,563031
Actinomyces graevenitzii C83,435830
Enterobacteriaceae bacterium 9_2_54FAA,469613
Gemella sanguinis M325,562983
Erysipelotrichaceae bacterium 2_2_44A,457422
Bacteroides sp. 3_1_40A,469593
Bacteroides sp. 1_1_30,457387
Bilophila wadsworthia 3_1_6,563192
Olsenella sp. oral taxon 809 str. F0356,661087
Synergistes sp. 3_1_syn1,457415
Actinomyces viscosus C505,562973
Achromobacter xylosoxidans C54,562971
Capnocytophaga granulosa ATCC 51502,641143
Lachnospiraceae bacterium 9_1_43BFAA,658088
Lachnospiraceae bacterium 6_1_63FAA,658083
Gemella haemolysans M341,562981
Lachnospiraceae bacterium 4_1_47FAA,658084
Lachnospiraceae bacterium 1_4_56FAA,658655
Lachnospiraceae bacterium 6_1_37FAA,658656
Streptococcus sp. C150,435842
Parascardovia denticolens F0305,641144
Scardovia inopinata F0304,641146
Streptomyces roseosporus NRRL 11379,457430
Granulicatella elegans ATCC 700633,626369
Rothia dentocariosa M567,563032
Staphylococcus hominis subsp. hominis C80,435837
Prevotella oris C735,563008
Leptotrichia goodfellowii D28,564663
Streptococcus sp. M143,563037
Streptococcus sp. C300,563036
Escherichia albertii B090,550692
Simonsiella muelleri ATCC 29453,641147
Staphylococcus aureus A8819,553580
Bacteroides sp. 3_1_23,457390
Bacteroides sp. 3_1_13,457389
Lactobacillus fermentum 28-3-CHN,575599
Enterococcus faecium D344SRF,565665
Vibrio cholerae V52,345076
Staphylococcus aureus A9754,553590
Lachnospiraceae oral taxon 107 str. F0167,575593
Hepatitis C virus subtype 4o,745709
Hepatitis C virus subtype 4r,693427
Neisseria sp. oral taxon 014 str. F0314,641149
Streptomyces himastatinicus ATCC 53653,457427
Streptomyces clavuligerus ATCC 27064,443255
Streptomyces griseoflavus Tu4000,467200
Streptomyces albus J1074,457425
Kutzneria sp. 744,345341
Micromonospora sp. M42,457406
Streptomyces roseosporus NRRL 15998,457431
Streptomyces sp. Mg1,465541
Streptomyces sp. AA4,591158
Acinetobacter sp. SH024,575565
Vibrio cholerae V51,345075
Vibrio cholerae MZO-3,412883
Vibrio cholerae MZO-2,417398
Streptomyces sviceus ATCC 29083,463191
Wuchereria bancrofti,6293
Brucella ceti M13/05/1,520460
Micromonospora sp. ATCC 39149,219305
Vibrio cholerae AM-19226,404974
Vibrio cholerae 623-39,417397
Vibrio cholerae 2740-80,412614
Vibrio cholerae 1587,412966
Streptomyces sp. SPB78,591157
Streptomyces sp. e14,645465
Colletotrichum graminicola M1.001,645133
Escherichia albertii B156,550693
Lactobacillus johnsonii 135-1-CHN,572503
Veillonella sp. 6_1_27,450749
Bifidobacterium sp. 12_1_47BFAA,469594
Staphylococcus aureus subsp. aureus A017934/97,585147
Staphylococcus aureus subsp. aureus M1015,585156
Enterococcus faecium C68,565664
Brucella melitensis bv. 3 str. Ether,520466
Prevotella sp. oral taxon 299 str. F0039,575614
Bacteroides sp. 3_1_19,469592
Staphylococcus aureus subsp. aureus WBG10049,585160
Staphylococcus aureus subsp. aureus C101,585149
Lactobacillus jensenii 27-2-CHN,575606
Acinetobacter johnsonii SH046,575586
Brucella abortus NCTC 8038,575591
Brucella melitensis bv. 1 str. 16M,224914
Loa loa,7209
Filifactor alocis ATCC 35896,546269
Lactobacillus crispatus 125-2-CHN,575595
Acinetobacter radioresistens SH164,575589
Lactobacillus crispatus SJ-3C-US,575598
Lactobacillus gasseri SV-16A-US,575604
Prevotella melaninogenica D18,575612
Lactobacillus jensenii SJ-7A-US,575607
Prevotella buccae D17,575611
Acinetobacter junii SH205,575587
Bacteroides sp. D20,585543
Bacteroides sp. 2_1_33B,469589
Bacteroides fragilis 3_1_12,457424
Staphylococcus aureus A5948,553567
Lactobacillus gasseri SJ-9E-US,575603
Burkholderiales bacterium 1_1_47,469610
Peptoniphilus sp. oral taxon 386 str. F0131,575609
Acinetobacter sp. RUH2624,575564
Lactobacillus crispatus MV-3A-US,575597
Acinetobacter calcoaceticus RUH2202,575585
Staphylococcus aureus subsp. aureus H19,585155
Staphylococcus aureus A6300,553571
Ruminococcaceae bacterium D16,552398
Staphylococcus aureus A9763,553592
Parabacteroides sp. D13,563193
Pediococcus acidilactici 7_4,563194
Klebsiella sp. 1_1_55,469608
Fusobacterium nucleatum subsp. animalis 3_1_33,469603
Erysipelotrichaceae bacterium 5_2_54FAA,552396
Veillonella sp. 3_1_44,457416
Desulfovibrio sp. 3_1_syn3,457398
Staphylococcus aureus subsp. aureus 68-397,585146
Acidaminococcus sp. D21,563191
Bacteroidetes oral taxon 274 str. F0058,575590
Lactobacillus jensenii 1153,440497
Staphylococcus aureus A10102,553601
Staphylococcus aureus A9765,553594
Streptococcus sp. M334,563038
Lactobacillus crispatus CTV-05,440496
Lactobacillus coleohominis 101-4-CHN,575594
Bacteroides sp. 2_1_22,469588
Acinetobacter lwoffii SH145,575588
Prevotella sp. oral taxon 317 str. F0108,575615
Fusobacterium nucleatum subsp. vincentii 3_1_27,469602
Staphylococcus aureus subsp. aureus C427,585151
Staphylococcus aureus A9781,553596
Bacteroides sp. 1_1_6,469586
Bacteroides sp. D22,585544
Bacteroides sp. 2_1_16,469587
Bacteroides sp. 3_1_33FAA,457391
Streptococcus sp. 2_1_36FAA,469609
Staphylococcus aureus subsp. aureus D139,585152
Staphylococcus aureus subsp. aureus EMRSA16,585154
Staphylococcus aureus subsp. aureus 58-424,585144
Staphylococcus aureus subsp. aureus C160,585150
Staphylococcus aureus subsp. aureus Btn1260,585148
Neisseria gonorrhoeae PID18,528356
Fusobacterium nucleatum subsp. vincentii 3_1_36A2,469604
Lactobacillus jensenii 115-3-CHN,575605
Fusobacterium periodonticum D10,620833
Staphylococcus aureus subsp. aureus M899,585159
Neisseria gonorrhoeae PID332,528358
Enterococcus casseliflavus EC10,565654
Staphylococcus aureus A8117,553574
Staphylococcus aureus A8115,553573
Enterococcus faecalis HIP11704,565646
Brucella abortus bv. 3 str. Tulya,520451
Enterococcus faecalis T8,565639
Brucella abortus bv. 5 str. B3196,520453
Enterococcus faecalis T2,565637
Enterococcus faecium 1,231,501,565658
Neisseria gonorrhoeae DGI2,528348
Enterococcus faecium 1,230,933,565656
Neisseria gonorrhoeae DGI18,528347
Fusobacterium nucleatum subsp. animalis 7_1,457405
Haplochromis chilotes,257977
Staphylococcus aureus subsp. aureus M876,585158
Vibrio cholerae MAK 757,412967
Brucella abortus bv. 4 str. 292,520452
Enterococcus casseliflavus EC20,565655
Paenibacillus sp. oral taxon 786 str. D14,621372
Vibrio cholerae RC385,345074
Brucella suis bv. 3 str. 686,520487
Neisseria gonorrhoeae 1291,528345
Neisseria gonorrhoeae PID1,528355
Escherichia sp. 3_2_53FAA,469598
Neisseria gonorrhoeae FA6140,528353
Enterococcus faecium Com12,565662
Staphylococcus aureus subsp. aureus E1410,585153
Fusobacterium nucleatum subsp. vincentii 4_1_13,469606
Fusobacterium gonidiaformans 3-1-5R,469605
Enterococcus faecalis E1Sol,565647
Enterococcus faecalis T3,565638
Staphylococcus aureus subsp. aureus 65-1322,585145
Enterococcus faecalis D6,565650
Fusobacterium gonidiaformans ATCC 25563,469615
Staphylococcus aureus A9299,553581
Enterococcus faecium TC 6,565666
Enterococcus faecalis T1,565636
Clupea harengus,7950
Loxodonta africana,9785
Dopasia gracilis,182351
Balaenoptera bonaerensis,33556
Sparus aurata,8175
Papilio machaon,76193
Serinus canaria,9135
Pampus argenteus,206143
Jatropha curcas,180498
Equus grevyi,9792
Nicotiana benthamiana,4100
Vibrio cholerae C6706,948564
Jatropha integerrima,316874
Haemadipsa interrupta,480263
Cochliomyia macellaria,66361
Chrysomya rufifacies,45450
Gossypium hirsutum,3635
Heterololigo bleekeri,1423826
Camelus bactrianus,9837
Vicugna pacos huacaya,273913
Laternula elliptica,228457
ecological metagenomes,410657
Solanum lycopersicum var. cerasiforme,195583
epibiont metagenome,408171
Psychotria gabriellae,1162814
Taphrina deformans PYCC 5710,1097556
Arctica islandica,59239
biofilm metagenome,718308
Burkholderia cenocepacia HI4278,1110699
Burkholderia cenocepacia HI4277,1110698
Burkholderia cenocepacia AU16958,1110701
Burkholderia cenocepacia AU16956,1110700
Phyllostachys edulis,38705
Ensete,4638
Musa beccarii,192045
Musa textilis,228183
Musa ornata,160690
Musa balbisiana var. balbisiana,482283
Pneumocystis jirovecii,42068
Aegilops sharonensis,58530
Notophthalmus viridescens,8316
air metagenome,655179
phyllosphere metagenome,662107
symbiont metagenome,410662
Oryza meridionalis,40149
Oryza rufipogon,4529
Oryza longistaminata,4528
Oryza barthii,65489
Oryza glaberrima,4538
Clogmia albipunctata,85120
root metagenome,1118232
Actinopterygii,7898
human lung metagenome,433733
wastewater metagenome,527639
Streptococcus pyogenes M1 GAS,160490
Bradyrhizobium sp. STM 3847,551950
endophyte metagenome,483425
Karlodinium veneficum,407301
Anguillid herpesvirus 1,150286
Cyprinid herpesvirus 2,317878
Bradyrhizobium sp. STM 3843,551947
Bradyrhizobium sp. STM 3809,551936
Bradyrhizobium sp. ORS 375,566679
Bradyrhizobium sp. STM 4523,551982
Bradyrhizobium sp. STM 4509,551972
Luzula,46322
Solanum phureja x Solanum tuberosum,188760
Leishmania infantum JPCM5,435258
Mytilus edulis,6550
Physarum polycephalum,5791
Parhyale hawaiensis,317513
Colletotrichum higginsianum IMI 349063,759273
Stegodyphus mimosarum,407821
Stegodyphus tentoriicola,202532
Stegodyphus lineatus,175341
Pseudomonas aeruginosa TB63741,1158202
Pseudomonas aeruginosa TBCF121838,1158201
Pseudomonas aeruginosa TBCF10839,1158200
Beta vulgaris subsp. vulgaris,3555
Golovinomyces orontii,62715
Phoca groenlandica,39089
Populus tremuloides,3693
environmental samples,48479
Funaria hygrometrica,29583
Ovis aries/Saccharomyces cerevisiae mixed DNA library,1145095
Cardamine resedifolia,352370
Cardamine impatiens,82286
groundwater metagenome,717931
Schmidtea,55270
Dirofilaria immitis,6287
Hepatitis B virus,10407
fish metagenome,496924
Mycobacterium tuberculosis MR075750X,940670
Mycobacterium tuberculosis MR071702G,940669
Mycobacterium tuberculosis MR054150Z,940668
Listeria monocytogenes EGD-e,169963
Danio nigrofasciatus,144739
fossil metagenome,444079
Yersinia pestis biovar Orientalis str. IP674,696370
Citrobacter freundii str. ballerup 7851/39,670484
Pseudomonas syringae pv. syringae B728a,205918
Salmonella enterica subsp. enterica serovar Typhimurium str. A130,589363
Escherichia coli 042,216592
Pseudomonas fluorescens SBW25,216595
Mycobacterium marinum M,216594
Salmonella enterica subsp. enterica serovar Typhimurium str. 5579,589366
Saccharomyces paradoxus Y8.1,580232
Saccharomyces paradoxus Q69.8,580238
Saccharomyces paradoxus Z1,580233
Saccharomyces paradoxus Y55,580230
Saccharomyces paradoxus Q74.4,580231
Saccharomyces paradoxus W7,580234
Saccharomyces cerevisiae W303,580240
Saccharomyces paradoxus Q31.4,580237
Saccharomyces paradoxus Y9.6,580235
Saccharomyces paradoxus Y8.5,580236
Saccharomyces cerevisiae SK1,580239
Salmonella enterica subsp. enterica serovar Paratyphi A str. AKU_12601,554290
Trypanosoma evansi,5697
Carassius auratus x Cyprinus carpio,211488
Philautus sp. FB-8,302748
wasp metagenome,1077529
Selenomonas sp. HMP_JCVI_SC0243,1409859
Prevotella sp. HMP_JCVI_SC0285,1409845
Selenomonas sp. HMP_JCVI_SC0181,1409851
Enterococcus faecium HMP_JCVI_SC0320,1409944
Enterococcus faecium HMP_JCVI_SC0319,1409943
Escherichia coli HMP_JCVI_SC0318,1409951
Enterococcus faecium HMP_JCVI_SC0316,1409942
Enterococcus faecium HMP_JCVI_SC0314,1409941
Enterococcus faecium HMP_JCVI_SC0311,1409938
Enterococcus faecalis HMP_JCVI_SC0310,1410033
Enterococcus faecium HMP_JCVI_SC0308,1409936
Enterococcus sp. HMP_JCVI_SC0307,1409822
Enterococcus faecium HMP_JCVI_SC0306,1409935
Enterococcus faecium HMP_JCVI_SC0304,1409933
Enterococcus faecium HMP_JCVI_SC0302,1409931
Enterococcus faecium HMP_JCVI_SC0299,1409949
bacterium HMP_JCVI_SC0281,1409890
bacterium HMP_JCVI_SC0278,1409889
Streptococcus mitis HMP_JCVI_SC0277,1410008
Streptococcus oralis HMP_JCVI_SC0276,1410021
Streptococcus oralis HMP_JCVI_SC0275,1410020
Streptococcus mitis HMP_JCVI_SC0274,1410007
Streptococcus oralis HMP_JCVI_SC0272,1410018
Streptococcus oralis HMP_JCVI_SC0271,1410017
Streptococcus oralis HMP_JCVI_SC0270,1410016
Streptococcus mitis HMP_JCVI_SC0269,1410006
Streptococcus mitis HMP_JCVI_SC0268,1410005
Streptococcus oralis HMP_JCVI_SC0267,1410015
Streptococcus oralis HMP_JCVI_SC0266,1410014
Streptococcus oralis HMP_JCVI_SC0265,1410013
Prevotella saccharolytica HMP_JCVI_SC0223,1409988
Capnocytophaga sp. HMP_JCVI_SC0222,1409820
fenpropathrin-degrading bacterium HMP_JCVI_SC0264,1409897
Selenomonas sp. HMP_JCVI_SC0262,1409864
candidate division TM7 bacterium HMP_JCVI_SC0260,1409912
Propionibacterium acidifaciens HMP_JCVI_SC0259,1410036
candidate division TM7 bacterium HMP_JCVI_SC0257,1409911
Selenomonas artemidis HMP_JCVI_SC0256,1410000
Selenomonas sp. HMP_JCVI_SC0255,1409861
candidate division TM7 bacterium HMP_JCVI_SC0254,1409910
Porphyromonas sp. HMP_JCVI_SC0253,1409843
Selenomonas artemidis HMP_JCVI_SC0252,1409999
Prevotella saccharolytica HMP_JCVI_SC0250,1409989
Haemophilus sp. HMP_JCVI_SC0249,1409827
Haemophilus sp. HMP_JCVI_SC0248,1409826
Neisseria sp. HMP_JCVI_SC0247,1409841
Granulicatella elegans HMP_JCVI_SC0246,1409956
Selenomonas artemidis HMP_JCVI_SC0241,1409996
Capnocytophaga ochracea HMP_JCVI_SC0240,1410029
Selenomonas sp. HMP_JCVI_SC0239,1409857
Leptotrichia sp. HMP_JCVI_SC0238,1409839
Selenomonas sp. HMP_JCVI_SC0237,1409856
Selenomonas sp. HMP_JCVI_SC0236,1409855
bacterium HMP_JCVI_SC0234,1409888
Selenomonas sp. HMP_JCVI_SC0233,1409854
Selenomonas sp. HMP_JCVI_SC0232,1409853
Leptotrichia sp. HMP_JCVI_SC0231,1409838
Selenomonas sp. HMP_JCVI_SC0230,1409852
Selenomonas artemidis HMP_JCVI_SC0229,1409995
Veillonella sp. HMP_JCVI_SC0227,1409866
Capnocytophaga sp. HMP_JCVI_SC0226,1409821
bacterium HMP_JCVI_SC0224,1409887
Capnocytophaga sp. HMP_JCVI_SC0221,1409819
Capnocytophaga sp. HMP_JCVI_SC0220,1409818
candidate division TM7 bacterium HMP_JCVI_SC0219,1409909
Capnocytophaga haemolytica HMP_JCVI_SC0218,1410027
Capnocytophaga sp. HMP_JCVI_SC0217,1409817
Capnocytophaga haemolytica HMP_JCVI_SC0216,1410026
Capnocytophaga sp. HMP_JCVI_SC0214,1409816
Megasphaera micronuciformis DNF00954,1401076
Capnocytophaga sp. HMP_JCVI_SC0213,1409815
Prevotella disiens,28130
Capnocytophaga sp. HMP_JCVI_SC0212,1409814
Prevotella melaninogenica,28132
Streptococcus sp. HMP_JCVI_SC0211,1409865
Leptotrichia wadei HMP_JCVI_SC0210,1409985
Leptotrichia wadei HMP_JCVI_SC0208,1409983
Peptoniphilus lacrimalis,33031
Leptotrichia wadei HMP_JCVI_SC0207,1409982
Brevibacterium luteolum,199591
Leptotrichia wadei HMP_JCVI_SC0206,1409981
Leptotrichia wadei HMP_JCVI_SC0204,1409979
Prevotella histicola,470565
bacterium HMP_JCVI_SC0203,1409886
Leptotrichia wadei HMP_JCVI_SC0202,1409978
Veillonella montpellierensis,187328
Leptotrichia wadei HMP_JCVI_SC0201,1409977
Prevotella,838
Leptotrichia wadei HMP_JCVI_SC0200,1409976
Leptotrichia wadei HMP_JCVI_SC0199,1409975
Leptotrichia wadei HMP_JCVI_SC0198,1409974
Pseudoglutamicibacter albus,98671
Leptotrichia wadei HMP_JCVI_SC0197,1409973
Slackia sp. S9 HS-10,1344343
Leptotrichia wadei HMP_JCVI_SC0196,1409972
Leptotrichia wadei HMP_JCVI_SC0195,1409971
Prevotella timonensis,386414
Leptotrichia wadei HMP_JCVI_SC0194,1409970
Leptotrichia sp. HMP_JCVI_SC0193,1409836
Olsenella sp. S9 HS-6,1344333
Leptotrichia wadei HMP_JCVI_SC0192,1409969
Clostridiales bacterium S9 PR-1,1344345
Haemophilus pittmaniae HMP_JCVI_SC0190,1409960
Clostridiales bacterium S8 87-8,1330237
Clostridiales bacterium S9 HS-16,1344344
Haemophilus sp. HMP_JCVI_SC0189,1409825
Peptoniphilus sp. S3PFAA2-10,1219651
Bergeyella sp. HMP_JCVI_SC0186,1409810
Prevotella sp.,59823
Capnocytophaga sp. HMP_JCVI_SC0185,1409813
Anaerococcus sp. S9 PR-5,1344330
Haemophilus pittmaniae HMP_JCVI_SC0183,1409959
Prevotella shahii HMP_JCVI_SC0182,1410035
Actinomycetaceae sp. S8 65-1,1330234
Campylobacter sp. HMP_JCVI_SC0184,1409867
Selenomonas sputigena ATCC 35185,546271
Actinomycetaceae bacterium DNF00952,1285931
Selenomonas artemidis HMP_JCVI_SC0179,1409994
Selenomonas artemidis HMP_JCVI_SC0178,1409993
Megasphaera sp. DNF00912,1285934
Atopobium parvulum,1382
Selenomonas sp. HMP_JCVI_SC0177,1409850
Megasphaera sp. DNF00872,1285933
Prevotellaceae bacterium DNF00733,1285936
Peptoniphilus sp. DNF00192,1285935
Lachnospiraceae bacterium DNF00160,1285932
Haemophilus pittmaniae HMP_JCVI_SC0163,1409957
Pseudoclavibacter sp. DNF00083,1285937
Bergeyella sp. HMP_JCVI_SC0161,1409808
Prevotellaceae bacterium S4-A16,1219631
Granulicatella elegans HMP_JCVI_SC0160,1409955
Peptostreptococcus sp.,1262
Bergeyella sp. HMP_JCVI_SC0147,1409804
Eggerthella sp. MVA1,1219595
Lachnoanaerobaculum sp. S6-P3,1284709
bacterium HMP_JCVI_SC0175,1409884
Finegoldia sp. S3MVA7,1219606
Leptotrichia sp. HMP_JCVI_SC0174,1409835
Selenomonas sp. HMP_JCVI_SC0170,1409849
Clostridiales Family XIII. Incertae Sedis,543314
Capnocytophaga sp. HMP_JCVI_SC0169,1409812
Chryseobacterium sp. HMP_JCVI_SC0128,1410022
bacterium HMP_JCVI_SC0127,1409876
bacterium HMP_JCVI_SC0126,1409875
Arcanobacterium sp.,72409
Actinomyces sp.,29317
bacterium HMP_JCVI_SC0125,1409874
Anaerococcus lactolyticus,33032
bacterium HMP_JCVI_SC0124,1409873
Actinomycetaceae bacterium S5-BM8,1230729
Selenomonas artemidis HMP_JCVI_SC0123,1409992
bacterium HMP_JCVI_SC0143,1409878
Bergeyella sp. HMP_JCVI_SC0142,1409800
bacterium HMP_JCVI_SC0141,1409877
candidate division TM7 bacterium HMP_JCVI_SC0122,1409908
bacterium HMP_JCVI_SC0121,1409872
candidate division TM7 bacterium HMP_JCVI_SC0120,1409907
bacterium HMP_JCVI_SC0119,1409871
Leptotrichia sp. HMP_JCVI_SC0118,1409830
candidate division TM7 bacterium HMP_JCVI_SC0117,1409906
Selenomonas artemidis HMP_JCVI_SC0116,1409991
candidate division TM7 bacterium HMP_JCVI_SC0115,1409905
Selenomonas artemidis HMP_JCVI_SC0114,1409990
candidate division TM7 bacterium HMP_JCVI_SC0113,1409904
Prevotella saccharolytica HMP_JCVI_SC0112,1409987
candidate division TM7 bacterium HMP_JCVI_SC0111,1409903
bacterium HMP_JCVI_SC0110,1409870
Selenomonas sp. HMP_JCVI_SC0109,1409848
